Dialect,ID,English,Transliteration,Arabic,tags
Syrian,B-14-20,Lips,shafaayef,شفايف,military
Syrian,B-14-21,Liver,kebed,كبد,military
Syrian,B-14-22,Lungs,re-ateyn,رئتين,military
Syrian,B-14-23,Mouth,tim,تم,military
Syrian,B-14-24,Neck,ra-beh,رأبه,military
Syrian,B-14-25,Nose,maKhaar,مخار,military
Syrian,B-14-26,Pelvis / Groin,HooDh / faKhed,حوض / فخد,military
Syrian,B-14-27,Ribs,aSabaat,أصبات,military
Syrian,B-14-28,Shoulder,ketef,كتف,military
Syrian,B-14-29,Skull,jemejmeh,جمجمة,military
Syrian,B-14-3,Arm,eed,إيد,military
Syrian,B-14-30,Spine,il ‘amood il faqaree,العمود الفقري,military
Syrian,B-14-31,Stomach (area),me’deh,معده,military
Syrian,B-14-32,Stomach (organ),baTen,بطن,military
Syrian,B-14-33,Teeth,isnaan,سنان,military
Syrian,B-14-34,Toe,iSba’ il rejel,إصبع الرجل,military
Syrian,B-14-35,Tongue,il saan,إلسان,military
Syrian,B-14-36,Wrist,il resgh,الرسغ,military
Syrian,B-14-4,Bone,‘aDhum,عضم,military
Syrian,B-14-5,Brain,‘a-il,عقل,military
Syrian,B-14-6,Chest,Sader,صدر,military
Syrian,B-14-7,Ear,eden,إدن,military
Syrian,B-14-8,Elbow,koo’,كوع,military
Syrian,B-14-9,Eyes,‘eyoon,عيون,military
Syrian,B-15-1,General,jenraal,جنرال,military
Syrian,B-15-10,Soldier,jendee,جندي,military
Syrian,B-15-11,Airman,jendee qowaat jaweeyeh,جندي قوات جوية,military
Syrian,B-15-12,Seaman,jendee baHaar,جندي بحار,military
Syrian,B-15-13,Marine,jendee mushaat baHreyeh,جندي مشاة بحرية,military
Syrian,B-15-2,Admiral,aameeraal,أميرال,military
Syrian,B-15-3,Colonel,‘aqeed,عقيد,military
Syrian,B-15-4,Lieutenant Colonel,muqadam,مقدم,military
Syrian,B-15-5,Commander,qaa-ed,قائد,military
Syrian,B-15-6,Major,raa-ed,رائد,military
Syrian,B-15-7,Captain,naqeeb,نقيب,military
Syrian,B-15-8,Lieutenant,mulaazem,ملازم,military
Syrian,B-15-9,Senior Sergeant,raqeeb aw wal,رقيب أول,military
Syrian,B-16-1,We must spend the night here.,laazem inbaat hon il leyleh,لازم إنبات هون الليلة,military
Syrian,B-16-2,Is there a dining facility here?,fee maT’am hon?,في مطعم هون؟,military
Syrian,B-16-3,How many kilometers to the nearest town?,kam keelo meter lea- rab madeneh min hon?,كم كيلو متر لأقرب مدينة من هون؟,military
Syrian,B-16-4,Are there any hotels near here?,fee ay ooteelaat areebeh min hon?,في أي أوتيلات قريبة من هون؟,military
Syrian,B-16-5,Are there any restaurants near here?,fee ay maTaa’em areebeh min hon?,في أي مطاعم قريبة من هون؟,military
Syrian,B-16-6,We want to go to ___.,bednaa inrooH lee ___,بدنا إنروح لـ ___,military
Syrian,B-16-7,Are there rental cars available?,fee hon sayaaraat lil ajaar?,في هون سيارات للاجار؟,military
Syrian,B-16-8,Is there a telephone available?,fee hon telefon?,في هون تلفون؟,military
Syrian,B-16-9,We need ___ gallons of potable water.,naHnaa ibHajeh lee __ _ gaaloon min il maay il SaalHa lil shurub,نحنا بحاجة لـ ___ غالون من المي الصالحة للشرب,military
Syrian,B-17-1,Air Force,qowaat jaweeyeh,قوات جوية,military
Syrian,B-17-10,Farmer,falaaH,فلاح,military
Syrian,B-17-11,Fisherman,Sayaad samak,صياد سمك,military
Syrian,B-17-12,Government employee,mowazaf Hokomeh,موزف حكومة,military
Syrian,B-17-13,Guard,Haares,حارس,military
Syrian,B-17-14,Housewife,rabet bayt,ربة بيت,military
Syrian,B-17-15,Laborer,‘aamel,عامل,military
Syrian,B-17-16,Mechanic,mekaaneekee,ميكانيكي,military
Syrian,B-17-17,Messenger,muraasel,مراسل,military
Syrian,B-17-18,Pilot,obTaan,قبطان,military
Syrian,B-17-19,Policeman,shurTee,شرطي,military
Syrian,B-17-2,Army,jeysh,جيش,military
Syrian,B-17-20,Sailor,baHaar,بحار,military
Syrian,B-17-21,Businessman,rajul a’maal,رجل اعمال,military
Syrian,B-17-22,Shopkeeper,Haares il maHal,حارس المحل,military
Syrian,B-17-23,Soldier,jendee,جندي,military
Syrian,B-17-24,Student,Taaleb,طالب,military
Syrian,B-17-25,Teacher,istaaz,استاز,military
Syrian,B-17-3,Marines,mushaat baHreyeh,مشاة بحرية,military
Syrian,B-17-4,Navy,baHreyeh,بحرية,military
Syrian,B-17-5,Air Defense,defaa’ jawee,دفاع جوي,military
Syrian,B-17-6,Commander,qaa-ed,قائد,military
Syrian,B-17-7,Dentist,duktoor isnaan,دكتور إسنان,military
Syrian,B-17-8,Doctor,duktoor,دكتور,military
Syrian,B-17-9,Driver,sawaa,سواق,military
Syrian,B-18-1,Where is my customs declaration?,wayn taSreeH il jamaarek?,وين تصريح الجمارك؟,military
Syrian,B-18-10,Ad values,eemet iDh Dhareebeh,قيمة الضريبة,military
Syrian,B-18-11,Ammunition,zaKheereh,زخيرة,military
Syrian,B-18-12,Baggage,razmeh,رزمة,military
Syrian,B-18-13,Bill of lading,shahaadet il manshaa,شهادة المنشأ,military
Syrian,B-18-14,Cargo,shaHen,شحن,military
Syrian,B-18-15,Customs,jamaarek,جمارك,military
Syrian,B-18-16,Customs declaration,taSreeH il jamaarek,تصريح الجمارك,military
Syrian,B-18-17,Customs tax,rusoom il jamaarek,رسوم الجمارك,military
Syrian,B-18-18,Customs worker,‘aamel jamaarek,عامل جمارك,military
Syrian,B-18-19,Damaged,metDharer,متضرر,military
Syrian,B-18-2,I do not have anything to declare.,maa ‘endee shee laSareH ‘anoh,ما عندي شي لصرح عنه,military
Syrian,B-18-20,Delivery,tasleem,تسليم,military
Syrian,B-18-21,Duty,waajeb,واجب,military
Syrian,B-18-22,Expenditures,maSaareef,مصاريف,military
Syrian,B-18-23,Export,taSdeer,تصدير,military
Syrian,B-18-24,False,imzawar,إمزور,military
Syrian,B-18-25,Foreign currency,‘mlaat ajnabeeyeh,عملات أجنبية,military
Syrian,B-18-26,Form (document),istemaara,استمارة,military
Syrian,B-18-27,Holding,Hajez,حجز,military
Syrian,B-18-28,Import,isteeraad,استيراد,military
Syrian,B-18-29,Insurance,ta-meen,تأمين,military
Syrian,B-18-3,These goods are personal.,hay ibDhaa’a shaKhSeyeh,هي إبضاعه شخصية,military
Syrian,B-18-30,Syrian,soree,سوري,military
Syrian,B-18-31,Loading,taHmeel,تحميل,military
Syrian,B-18-32,Name of goods,asmaa il baDhaa-e’,أسماء البضائع,military
Syrian,B-18-33,Narcotics,muKhader,مخدر,military
Syrian,B-18-34,National treasure,kenz maHalee,كنز محلي,military
Syrian,B-18-35,Nomenclature,maa fee taSleeH,ما في تصليح,military
Syrian,B-18-36,On-board,biT Tayaara,بالطيارة,military
Syrian,B-18-37,Origin,aSel,أصل,military
Syrian,B-18-38,Owner,maalek,مالك,military
Syrian,B-18-39,Packing list,qaa-emt it taghleef,قائمة التغليف,military
Syrian,B-18-4,Not for sale.,moo lil bay’,مو للبيع,military
Syrian,B-18-40,Passport,jawaaz safer,جواز سفر,military
Syrian,B-18-41,Permission,ezen,إزن,military
Syrian,B-18-42,Personal use,iste’maal shaKhSee,استعمال شخصي,military
Syrian,B-18-43,Personnel,mowazafeen,موزفين,military
Syrian,B-18-44,Prohibited,mamnoo’,ممنوع,military
Syrian,B-18-45,Property,il ‘aqaaraat,العقارات,military
Syrian,B-18-46,Rate,se’er,سعر,military
Syrian,B-18-47,Rate of exchange,se’er Serf il ‘mleh,سعر صرف العمله,military
Syrian,B-18-48,Receipt,waSel,وصل,military
Syrian,B-18-49,Relics,aasaar,آسار,military
Syrian,B-18-5,Can you help me fill out the forms?,bete-der itsaa’ednee beketaabet hal istemaaraat?,بتقدر إتساعدني بكتابة هل الإستمارات؟,military
Syrian,B-18-50,Restricted,maHdood,محدود,military
Syrian,B-18-51,Souvenir,ihdeeyeh tezkaareyeh,هدية تذكارية,military
Syrian,B-18-52,Specification,taKhSeeS,تخصيص,military
Syrian,B-18-53,Storage,taKhzeen,تخزين,military
Syrian,B-18-54,Tariff,ta’erfeh,تعرفه,military
Syrian,B-18-55,Tax-free,mu’faa min iDh Dhareebeh,معفى من الضريبة,military
Syrian,B-18-56,To answer,le itjaawob,لتجاوب,military
Syrian,B-18-57,To be responsible for,le itkoon mas-ool ‘an,لتكون مسؤول عن,military
Syrian,B-18-58,To export,le itSader,لتصدر,military
Syrian,B-18-59,To fill out,le temlee,لتملي,military
Syrian,B-18-6,Is this correct?,hadaa SaHeeH?,هدا صحيح؟,military
Syrian,B-18-60,To present for customs inspection.,le it-adem lee tafteesh il jamaarek,لتقدم لتفتيش الجمارك,military
Syrian,B-18-61,Transportation,na-el,نقل,military
Syrian,B-18-62,Unloading,tanzeel,تنزيل,military
Syrian,B-18-63,Valuables,al ashyaa al qayemeh,الاشياء القيمة,military
Syrian,B-18-64,Value,eemeh,إيمه,military
Syrian,B-18-65,Visa,veezaa,فيزا,military
Syrian,B-18-66,Weapons,asleHa,أسلحة,military
Syrian,B-18-67,X-ray machine,jehaaz ashe’a,جهاز أشعة,military
Syrian,B-18-7,Here is my passport.,hay jawaazee,هي جوازي,military
Syrian,B-18-8,Here is my visa.,hay ta-sheertee,هي تأشيرتي,military
Syrian,B-18-9,I have no Syrian money.,maa ma’ee layraat soreeyeh,ما معي ليرات سورية,military
Syrian,B-19-1,Aunt,Khaaleh,خاله,military
Syrian,B-19-10,Grandmother,sit,ست,military
Syrian,B-19-11,Husband,zawj,زوج,military
Syrian,B-19-12,Man,rejaal,رجال,military
Syrian,B-19-13,Men,irjaal,إرجال,military
Syrian,B-19-14,Mother,om,إم,military
Syrian,B-19-15,Relatives,aaraayeb,أرايب,military
Syrian,B-19-16,Sister,uKhet,أخت,military
Syrian,B-19-17,Son,ibin,ابن,military
Syrian,B-19-18,Uncle,‘am,عم,military
Syrian,B-19-19,Wife,zowjeh,زوجة,military
Syrian,B-19-2,Brother,aaKh,أخ,military
Syrian,B-19-20,Woman,mara,مره,military
Syrian,B-19-21,Women,neswaan,نسوان,military
Syrian,B-19-3,Child,Tufel,طفل,military
Syrian,B-19-4,Children,aTfaal,أطفال,military
Syrian,B-19-5,Cousin,ibin ‘am,إبن عم,military
Syrian,B-19-6,Daughter,ibneh,ابنة,military
Syrian,B-19-7,Family,osrah,أسره,military
Syrian,B-19-8,Father,aab,أب,military
Syrian,B-19-9,Grandfather,jed,جد,military
Syrian,B-20-1,Cold,baared,بارد,military
Syrian,B-20-10,Rain,maTar,مطر,military
Syrian,B-20-11,Sandstorm,‘aaSefeh ramleeyeh,عاصفة رملية,military
Syrian,B-20-12,Severe,Haad,حاد,military
Syrian,B-20-13,Snow,talj,تلج,military
Syrian,B-20-14,Storm,‘aaSefeh,عاصفة,military
Syrian,B-20-15,Temperature,darajet il Haraara,درجة الحرارة,military
Syrian,B-20-16,Thunderstorm,‘aaSefeh ra’deeyeh,عاصفه رعدية,military
Syrian,B-20-17,Weather,Ta-es,طقس,military
Syrian,B-20-18,Wet,ruTeb,رطب,military
Syrian,B-20-19,Typhoon,at teefoon,التيفون,military
Syrian,B-20-2,Dry,jaaf,جاف,military
Syrian,B-20-20,Tornado,e’Saar,إعصار,military
Syrian,B-20-3,Earthquake,zilzaal,زلزال,military
Syrian,B-20-4,Fog,Dhabaab,ضباب,military
Syrian,B-20-5,High winds,reeyaaH ‘aaleyeh,رياح عالية,military
Syrian,B-20-6,Hot,shoob,شوب,military
Syrian,B-20-7,Humidity,irToobeh,إرطوبة,military
Syrian,B-20-8,Ice,jaleed,جليد,military
Syrian,B-20-9,Lightning,bare,برق,military
Syrian,B-21-1,Airfield,Haqel jowee,حقل جوي,military
Syrian,B-21-10,Commander,qa-ed,قائد,military
Syrian,B-21-11,Enemy,‘ado,عدو,military
Syrian,B-21-12,Explosive,mutfajer,متفجر,military
Syrian,B-21-13,Friendly,wudee,ودي,military
Syrian,B-21-14,Grenade,qunbleh yadaweeyeh,قنبلة يدوية,military
Syrian,B-21-15,Gun,baaroodeh,باروده,military
Syrian,B-21-16,Jeep,sayaaret jeeb,سيارة جيب,military
Syrian,B-21-17,Kilometer,keelo meter,كيلومتر,military
Syrian,B-21-18,Knife,sekeeneh,سكينة,military
Syrian,B-21-19,Leader,il qa-ed,القائد,military
Syrian,B-21-2,Ammunition,zaKheereh,زخيرة,military
Syrian,B-21-20,Machine gun,rashaash,رشاش,military
Syrian,B-21-21,Mine,lughum,لغم,military
Syrian,B-21-22,Minefield,Haqel al ghaam,حقل الغام,military
Syrian,B-21-23,Missile,qazeefeh,قزيفة,military
Syrian,B-21-24,Mortar,madfa’ il haawen,مدفع الهاون,military
Syrian,B-21-25,Officer,DhaabeT,ضابط,military
Syrian,B-21-26,Pistol,musadas,مسدس,military
Syrian,B-21-27,Plane,Taa-era,طائرة,military
Syrian,B-21-28,Protection,Hemaayeh,حماية,military
Syrian,B-21-29,Refugee,laaje,لاجئ,military
Syrian,B-21-3,Armed men,irjaal imsalaHeen,إرجال إمسلحين,military
Syrian,B-21-30,Rifle,baaroodeh,بارودة,military
Syrian,B-21-31,Rocket,SaarooKh,صاروخ,military
Syrian,B-21-32,Rocket launcher,qaazef SawaareeKh,قازف صواريخ,military
Syrian,B-21-33,Shelter,ma-waa,مأوى,military
Syrian,B-21-34,Ship,safeeneh,سفينة,military
Syrian,B-21-35,Sniper,anaaS,أناص,military
Syrian,B-21-36,Soldier,jendee,جندي,military
Syrian,B-21-37,Stronghold,maskeh aaweeyeh,مسكة قوية,military
Syrian,B-21-38,Tank,Khazaan,خزان,military
Syrian,B-21-39,Tent,Kheemeh,خيمة,military
Syrian,B-21-4,Artillery,madfa’eeyeh,مدفعية,military
Syrian,B-21-40,Trailer,trela,ترلة,military
Syrian,B-21-41,Truck,shaaHeneh,شاحنة,military
Syrian,B-21-42,Unit,weHdeh,وحدة,military
Syrian,B-21-43,Weapons,asleHa,أسلحة,military
Syrian,B-21-5,Barracks,sakaneh,سكنة,military
Syrian,B-21-6,Base,al mu’askar,المعسكر,military
Syrian,B-21-7,Camp,muKhayam,مخيم,military
Syrian,B-21-8,Cannon,madfa’,مدفع,military
Syrian,B-21-9,Car,sayaara,سيارة,military
Syrian,B-22-1,Angle,zaaweyeh,زاوية,military
Syrian,B-22-10,Mine,lughum,لغم,military
Syrian,B-22-11,Minefield,Haqel al ghaam,حقل الغام,military
Syrian,B-22-12,Non-metallic,moo ma’danee,مو معدني,military
Syrian,B-22-13,Pace,KhuTweh,خطوة,military
Syrian,B-22-14,Stake,KhaTer,خطر,military
Syrian,B-22-15,Tree,shajara,شجرة,military
Syrian,B-22-16,Tape,shreeT,شريط,military
Syrian,B-22-2,Azimuth,is simet,السمت,military
Syrian,B-22-3,Cleared lane,Taree waaDheH,طريق واضح,military
Syrian,B-22-4,Compass,il booSleh,البوصلة,military
Syrian,B-22-5,Danger area,irneh KheTra,إرنه خطره,military
Syrian,B-22-6,Demolition,taKhreeb,تخريب,military
Syrian,B-22-7,Grappling hook,senaaret Sayd,سنارة صيد,military
Syrian,B-22-8,In-place,bil makaan,بالمكان,military
Syrian,B-22-9,Metallic,ma’danee,معدني,military
Syrian,C-01-01,Do you understand this language?,tefham hal lugha?,تفهم هاللغة؟,military
Syrian,C-01-02,We are here to help you.,naHnaa hon lan saa’edkum,نحنا هون لنساعدكم,military
Syrian,C-01-03,I do not understand.,maa ‘am befham,ما عم بفهم,military
Syrian,C-01-04,There is no one available who speaks Syrian.,maa fee Hadaa hon be yeHkee soree,ما في حدا هون بيحكي سوري,military
Syrian,C-01-05,I understand.,ifhemet,فهمت,military
Syrian,C-01-06,Repeat please,‘eed min faDhlak,عيد من فضلك,military
Syrian,C-01-07,Come with me.,ta’aal ma’ee,تعال معي,military
Syrian,C-01-08,Be quiet.,ihdaa,إهدا,military
Syrian,C-01-09,Describe it with gestures.,ooSefhaa bil ishaaraat,اوصفها بالاشارات,military
Syrian,C-01-10,Do not get excited.,maa tebtehej,ما تبتهج,military
Syrian,C-01-11,Do what I ask.,saawee sho ‘am elak,ساوي شو عم قلك,military
Syrian,C-01-12,Do you mean “no”?,hal ibte-Sud “laa-a”?,هل بتقصد “لأ”؟,military
Syrian,C-01-13,Do you mean “yes”?,hal ibte-Sud “na’am”?,هل بتقصد “نعم”؟,military
Syrian,C-01-14,I will get an interpreter.,Haajeeb imtarjem,حأجيب مترجم,military
Syrian,C-01-15,Is this it?,hal hadaa howeh?,هل هدا هويه؟,military
Syrian,C-01-16,Yes,eeh,إيه,military
Syrian,C-01-17,No,laa,لأ,military
Syrian,C-01-18,Point to it.,asher ‘aleyh,أشر عليه,military
Syrian,C-01-19,Relax,irtaaH,إرتاح,military
Syrian,C-01-20,Show me,farjeenee,فرجيني,military
Syrian,C-01-21,Write your answer here.,iktoob jawaabak hon,إكتوب جوابك هون,military
Syrian,C-01-22,Please.,min faDhlak,من فضلك,military
Syrian,C-01-23,Thank you.,shukran,شكراً,military
Syrian,C-01-24,You are welcome.,‘afwan,عفواً,military
Syrian,C-01-25,Thank you for talking with me.,beshkarak le ank ‘am teHkee ma’ee,بشكرك لأنك عم تحكي معي,military
Syrian,C-01-26,I will talk with you again.,Ha-eHkee ma’ak mara taaneyeh,حأحكي معك مرة تانية,military
Syrian,C-01-27,Good-bye.,ma’a is salaameh,مع السلامة,military
Syrian,C-02-01,What is your given name?,sho isim id dala’?,شو إسم الدلع؟,military
Syrian,C-02-02,What is your family name?,sho isim ‘aa-eltak?,شو إسم عائلتك؟,military
Syrian,C-02-03,What is your nationality?,sho jinseetak?,شو جنسيتك؟,military
Syrian,C-02-04,What country were you born in?,fee ay balad weladet?,في أي بلد ولدت؟,military
Syrian,C-02-05,How old are you?,ad daysh ‘umrak?,قديش عمرك؟,military
Syrian,C-02-06,Do you have an identity card?,ma’ak haweeyeh?,معك هوية؟,military
Syrian,C-02-07,Show me your identification.,farjeenee haweetak,فرجيني هويتك,military
Syrian,C-02-08,How many people live in this area?,kam zalameh bee’eesh behal irneh?,كم زلمة بيعيش بهالقرنة؟,military
Syrian,C-02-09,Who is the leader of this community?,meen za’eem hal majmoo’a?,مين زعيم هالمجموعة؟,military
Syrian,C-02-10,What is his name?,sho ismoh?,شو إسمه؟,military
Syrian,C-02-11,Please write down his name.,min faDhlak iktoob ismoh,من فضلك إكتوب إسمه,military
Syrian,C-02-12,Show us the leader.,Khaleenaa inshoof iz za’eem,خلينا نشوف الزعيم,military
Syrian,C-02-13,How many men and women live in this community?,kam rejaal wo mara bee’eesh behal jaaleeyeh?,كم رجال ومره بيعيش بهالجالية؟,military
Syrian,C-02-14,How many children live here?,kam Tefel bee’eesh hon?,كم طفل بيعيش هون؟,military
Syrian,C-02-15,Are there schools here for the children?,fee madaares hon lil aTfaal?,في مدارس هون للأطفال؟,military
Syrian,C-02-16,Is there enough potable water for the people?,fee maay kaafee SaaleH lil shurub?,في مي كافي صالح للشرب؟,military
Syrian,C-02-17,Is there a water well?,fee beer maay hon?,في بير مي هون؟,military
Syrian,C-02-18,Is there a public fountain?,fee ‘een maay lil ‘umoom?,في عين مي للعموم؟,military
Syrian,C-02-19,Are there any medics here?,fee aTebaa hon?,في أطباء هون؟,military
Syrian,C-02-20,Are there any engineers?,fee muhandeseen?,في مهندسين؟,military
Syrian,C-02-21,Are there any teachers?,fee ma’almeen?,في معلمين؟,military
Syrian,C-02-22,Are there empty buildings here?,fee benaayaat faaDhyeh hon?,في بنايات فاضية هون؟,military
Syrian,C-02-23,Is there a local police force?,fee shurTa hon?,في شرطة هون؟,military
Syrian,C-02-24,Who is responsible for public safety here?,meen howey il mas- ool ‘an is salaameh il ‘aamah hon?,مين هوي المسؤول عن السلامة العامة هون؟,military
